"V1"	"p.value"
"Quercetin-7-O-glucoside"	"0.013736858120833"
"\"Quercetin3,7-diglucoside\""	"0.013736858120833"
"Cinnamoyltyramine"	"0.0142313280216191"
"Tomatidine-3-O-glucoside"	"0.0152668782154038"
"Funkioside_C"	"0.0158087444012581"
"N-Coumaroyltyramine"	"0.0158087444012581"
"Isohyperoside"	"0.0163672064385063"
"Dehydrodemissine"	"0.0169426740858376"
"p-Coumaraldehyde"	"0.0175355638392515"
"Cimidahurinine"	"0.0200899096680479"
"\"26-O-Glu-3β,26-dihydroxy-5-cholesten-16,22-dioxo-3-O-α-rha(1_2)-glucoside\""	"0.0207763931284584"
"Coniferaldehyde"	"0.0207763931284584"
"Citric Acid"	"0.0214829389808674"
"2R-Hydroxyoctadecanoic Acid"	"0.0214829389808674"
"9-(Arabinosyl)hypoxanthine"	"0.0222100107017505"
"Olivil-4'-O-glucoside"	"0.022958078398137"
"Borassoside D"	"0.022958078398137"
"Chrysoeriol-5-O-glucoside"	"0.0237276187763564"
"\"Tricin (5,7,4'-Trihydroxy-3',5'-dimethoxyflavone)\""	"0.0237276187763564"
"Isorhamnetin-3-O-(2''-O-xylosyl)glucoside"	"0.0237276187763564"
"LysoPA 16:0"	"0.024519115100815"
"4-Hydroxybenzoic acid"	"0.0253330571529404"
"Caffeoyl-dihydrocaffeoyl spermidine"	"0.0253330571529404"
"\"3,4-Dimethoxybenzamide\""	"0.0261699411798132"
"Solasuaveoline"	"0.0261699411798132"
"\"Pinoresinol-4,4'-O-di-O-glucoside\""	"0.0270302698429197"
"Tetradecanedioic acid"	"0.0279145521562619"
"\"13S-Hydroxy-9Z,11E,15Z-octadecatrienoic acid\""	"0.0297570451704086"
"2'-Deoxyguanosine"	"0.0297570451704086"
"9-Oxononanoic acid"	"0.0307163050616892"
"3-O-p-Coumaroylquinic acid"	"0.0307163050616892"
"Isorhamnetin-3-O-(6''-acetylglucoside)"	"0.0317016168274278"
"N-Sinapoylputrescine"	"0.0317016168274278"
"N-trans-sinapoyltyramine"	"0.0317016168274278"
"Isoquercetin"	"0.0317016168274278"
"Prosapogenin D3"	"0.0317016168274278"
"\"9,10,13-Trihydroxy-11-Octadecenoic Acid\""	"0.0327135201739003"
"5-O-Caffeoylshikimic acid"	"0.0327135201739003"
"Adenosine"	"0.0327135201739003"
"N-Acetyl-L-leucine"	"0.0348192897470409"
"Isorhamnetin-3-O-sophoroside"	"0.0348192897470409"
"Mevalonic acid"	"0.0359142644007336"
"\"D-Arabinono-1,4-lactone\""	"0.0381912064445395"
"Vanillic acid"	"0.0393743153197091"
"Benzyl-(2''-O-xylosyl)glucoside"	"0.0393743153197091"
"2'-Deoxyadenosine-5'-monophosphate"	"0.040587952509446"
"\"N1__affeoyl,N3-dihydrocaffeoylspermidine\""	"0.040587952509446"
"Isochlorogenic acid A"	"0.0418327016921802"
"Daphnetin"	"0.04441789522903"
"Fumaric acid"	"0.0457595309732071"
"Cryptochlorogenic acid (4-O-Caffeoylquinic acid)"	"0.0471346611765864"
"Hexadecylsphingosine"	"0.0471346611765864"
"Baimaside"	"0.0471346611765864"
"\"(25R)-spirost-5-en-3β,14α-diol-3-0-β-D-glucopyranosyl-(1_2)-[β-D-glucopyranosyl-(1_3)]-β-D-galactopyranoside-(1_4)-β-D-galactopyranoside\""	"0.0471346611765864"
