"V1"	"p.value"
"3-Hydroxypyridine"	"0.307873054131914"
"γ-Aminobutyric acid"	"0.475501747231766"
"\"N,N-Dimethylglycine\""	"0.674116275009214"
"L-Serine"	"0.369661586337935"
"Cytosine"	"0.424192808278133"
"Histamine"	"0.000910039105281907"
"L-Proline"	"0.313729359139662"
"Indole"	"0.363161353518171"
"L-Valine"	"0.290735043730587"
"N-Methyl-4-aminobutyric acid"	"0.522023134865122"
"D-(-)-Threose"	"0.101784219688407"
"\"3,5-Dihydroxytoluene\""	"0.975700551085756"
"5-Methylcytosine"	"0.274242305474424"
"Thymine"	"0.313729359139662"
"Pipecolic acid"	"0.878946175875843"
"4-Guanidinobutanal"	"0.431320846268577"
"DL-Leucine"	"0.0871250698157355"
"L-Isoleucine"	"0.210132287993012"
"6-Aminocaproic acid"	"0.109806619263421"
"L-Asparagine"	"0.460508855500965"
"trans-Cinnamaldehyde"	"0.859761923285897"
"2-Aminopurine"	"0.0646479716240056"
"Methyl nicotinate"	"0.127321575076527"
"Tyramine"	"0.140139585909856"
"L-Tyramine"	"0.0741980818514893"
"4-Nitrophenol"	"0.774593877976852"
"Histidinol"	"0.153913831868532"
"Methyl L-pyroglutamate"	"0.337872608901708"
"D-Proline betaine"	"0.595886574765945"
"3-Formyl-indole"	"0.498477708836822"
"4-Acetamidobutyric acid"	"0.728342776701101"
"L-Glutamine"	"0.467972484917295"
"O-Acetylserine"	"0.0783232309742039"
"DL-Methionine"	"0.290735043730587"
"Guanine"	"0.274242305474424"
"8-Azaguanine"	"0.258392093918448"
"\"1-Methyl-6-oxo-1,6-dihydropyridine-3-carboxamide\""	"0.927190528734589"
"3-Hydroxyanthranilic acid"	"0.180422775452952"
"L-Histidine"	"0.205686541308142"
"3-Indoleacetonitrile"	"0.4385169136946"
"Tryptamine"	"0.483096091990078"
"VitaMin U"	"0.927190528734589"
"4-Hydroxyphenyl acrylaldehyde"	"0.127321575076527"
"\"(E)-3-(3,4-dihydroxyphenyl)acrylaldehyde\""	"0.214646222766377"
"L-Methionine Sulfoxide"	"0.52999509536143"
"6-O-methylguanine"	"0.290735043730587"
"7-Methylguanine"	"0.369661586337935"
"L-Phenylalanine"	"0.0545341066124384"
"3-Methyl-L-Histidine"	"0.821648233069187"
"N-Acetyl-L-leucine"	"0.0348192897470409"
"L-Theanine"	"0.290735043730587"
"Daphnetin"	"0.04441789522903"
"Coniferaldehyde"	"0.0207763931284584"
"6-Hydroxynicotine"	"0.719202562997519"
"\"3,4-Dimethoxybenzamide\""	"0.0261699411798132"
"L-Tyrosine"	"0.176443438964007"
"O-Phosphocholine"	"0.157510924413854"
"4-Pyridoxic acid"	"0.00496521263158993"
"N-Glycyl-L-leucine"	"0.228600545006112"
"N6-Acetyl-L-lysine"	"0.0110726078171952"
"L-Glycyl-L-isoleucine"	"0.127321575076527"
"Homoarginine"	"0.0894442111536932"
"Trimethyllysine"	"0.522023134865122"
"3-Indolepropionic acid"	"0.403220834022224"
"N-Phenylacetylglycine"	"0.136846840301918"
"Ferulic Acid"	"0.453111385751022"
"L-Tyrosine methyl ester"	"0.248180181378238"
"DL-Tryptophan"	"0.546119993301677"
"Methoxyindoleacetic acid"	"0.4385169136946"
"N-Acetyl-DL-phenylalanine"	"0.793328089130803"
"\"Fraxetin (7,8-Dihydroxy-6-methoxycoumarin)\""	"0.263604340381263"
"Isofraxetin"	"0.701041658032387"
"Methyl ferulate"	"0.88856538757455"
"Atrazine"	"0.214646222766377"
"\"N,N-Dimethyl-5-methoxytryptamine\""	"0.248180181378238"
"N-Acetyl-5-hydroxytryptamine"	"0.878946175875843"
"L-Seryl-L-Isoleucine"	"0.647596584329815"
"Glycylphenylalanine"	"0.0741980818514893"
"2'-Deoxycytidine"	"0.975700551085756"
"L-Prolyl-L-Leucine"	"0.898200818762703"
"N-p-Coumaroylputrescine"	"0.917514785529495"
"N'-Formylkynurenine"	"0.325657452536966"
"L-Leucyl-L-Leucine"	"0.0594151355125143"
"5'-Deoxyadenosine"	"0.656389615385712"
"2'-Deoxyadenosine"	"0.00516732991081421"
"Dihydrocaffeoylputrescine"	"0.683047775355489"
"Choline Alfoscerate"	"0.710101802939085"
"7-Methoxy-5-Prenyloxycoumarin"	"0.755988282083196"
"L-γ-Glutamyl-L-leucine"	"0.878946175875843"
"Dihydroferuloylputrescine"	"0.369661586337935"
"2'-Deoxyguanosine"	"0.0297570451704086"
"Adenosine"	"0.0327135201739003"
"Cinnamoyltyramine"	"0.0142313280216191"
"N-Coumaroyltyramine"	"0.0158087444012581"
"Tridecanoylglycine"	"0.898200818762703"
"Hexadecylsphingosine"	"0.0471346611765864"
"N-Lauryldiethanolamine"	"0.917514785529495"
"L-Leucyl-L-phenylalanine"	"0.0577498827995719"
"\"Punicic acid (9Z,11E,13Z-octadecatrienoic acid)\""	"0.579072261096908"
"Feruloylcholine"	"0.403220834022224"
"L-Aspartyl-L-Phenylalanine"	"0.927190528734589"
"N6-methyladenosine"	"0.647596584329815"
"Oleamide (9-Octadecenamide)"	"0.0102911957058282"
"N-Sinapoylputrescine"	"0.0317016168274278"
"5-Aminoimidazole ribonucleotide"	"0.356732175349812"
"\"N1,N10-Ditigloylspermidine\""	"0.0545341066124384"
"N6-(2-Hydroxyethyl)adenosine"	"0.176443438964007"
"2-(Dimethylamino)guanosine"	"0.248180181378238"
"Isobavachalcone D"	"0.210132287993012"
"4-Hydroxysphinganine"	"0.356732175349812"
"S-(Methyl)glutathione"	"0.483096091990078"
"N-trans-feruloyloctopamine"	"0.192754743057949"
"N-cis-feruloyloctopamine"	"0.0514671066904604"
"\"Tricin (5,7,4'-Trihydroxy-3',5'-dimethoxyflavone)\""	"0.0237276187763564"
"2'-Deoxyadenosine-5'-monophosphate"	"0.040587952509446"
"Pyridoxine-5'-O-glucoside"	"0.0804537759686363"
"Riboprine"	"0.728342776701101"
"Sinapoyl malate"	"0.562481165310586"
"Scutellarein tetramethyl ether"	"0.460508855500965"
"Cocamidopropyl betaine"	"0.161170483792035"
"N-trans-sinapoyltyramine"	"0.0317016168274278"
"4-Pyridoxic acid-O-glucoside"	"0.112587599127771"
"Adenosine 5'-monophosphate"	"0.176443438964007"
"Bavacumestan A"	"0.263604340381263"
"1-α-Linolenoyl-glycerol"	"0.0741980818514893"
"Scopolin"	"0.506263762028177"
"2-Linoleoylglycerol"	"0.812180734410161"
"1-Oleoyl-Sn-Glycerol"	"0.263604340381263"
"Dihydrocaffeoylspermine"	"0.975700551085756"
"\"3,5,7,3_4_-Pentamethoxyflavone\""	"0.562481165310586"
"\"3',4',5',5,7-Pentamethoxyflavone\""	"0.331729177230021"
"Riboflavin (Vitamin B2)"	"0.546119993301677"
"Cis-Zeatin-7-N-glucoside"	"0.410142429489637"
"Succinyladenosine"	"0.243180103768127"
"Isofraxidin-7-O-glucoside"	"0.180422775452952"
"S-Adenosyl-L-methionine"	"0.238250307878448"
"Nobiletin"	"0.389586517552375"
"Delta-Tocopherol"	"0.243917873174362"
"Diosgenone"	"0.701041658032387"
"5a-Tomatidan-3-one"	"0.0123420943908454"
"Tomatidenol (Dehydrotomatidine)"	"0.00792397077071731"
"Solasodine"	"0.000191549967344503"
"Pseudodiosgenin"	"0.233390543899094"
"Ussuriedine"	"0.176443438964007"
"Dihydro-9-hydroxysolasodine"	"0.000868037020095922"
"LysoPE 15:1(2n isomer)"	"0.263604340381263"
"LysoPE 15:1"	"0.180422775452952"
"LysoPE 15:0"	"0.350374227125645"
"Apigenin-7-glucuronide"	"0.00329960558897782"
"LysoPE 16:3"	"0.115423037080574"
"Luteolin-4'-O-glucoside"	"0.00215386320269109"
"Kaempferol-3-O-glucoside (Astragalin)"	"0.00792397077071731"
"LysoPE 16:1"	"0.307873054131914"
"Isohyperoside"	"0.0163672064385063"
"Isoquercetin"	"0.0317016168274278"
"LysoPE 17:1"	"0.946572514110078"
"LysoPC 14:0"	"0.228600545006112"
"Caffeoyl-dihydrocaffeoyl spermidine"	"0.0253330571529404"
"\"N1__affeoyl,N3-dihydrocaffeoylspermidine\""	"0.040587952509446"
"10-Formyltetrahydrofuran"	"0.337872608901708"
"Bis(Dihydrocaffeoyl)spermidine"	"0.104405554532115"
"Nepetin-7-O-glucoside"	"0.0119054898666681"
"LysoPC 15:1"	"0.0722021812520035"
"Myricetin-3-O-glucoside"	"0.196998151859958"
"LysoPC 18:0(2n isomer)"	"0.210132287993012"
"Maltotriose"	"0.965985753274611"
"LysoPE 22:5"	"0.196998151859958"
"Kaempferol-3-O-(6''-malonyl)glucoside"	"0.214646222766377"
"LysoPC 20:2"	"0.331729177230021"
"LysoPC 20:1"	"0.410142429489637"
"γ-Chaconine"	"0.728342776701101"
"3'-O-Methyltricetin-7-O-(6''-malonyl)glucoside"	"0.0529823227829998"
"LysoPC 22:6"	"0.0594151355125143"
"LysoPC 22:5(2n isomer)"	"0.424192808278133"
"LysoPC 22:5"	"0.192754743057949"
"LysoPC 22:4"	"0.840659006772999"
"Solasodine-3-O-glucoside"	"0.000138423997572401"
"Solasodine 3-O-β-D-glucopyranoside"	"0.000191549967344503"
"Diosgenin glucoside"	"0.000953888131839903"
"_25(27)-tigogenin-3-O-B-D-glucopyranoside"	"0.118313547239471"
"Tomatidine-3-O-glucoside"	"0.0152668782154038"
"Apigenin-7-O-(6''-p-Coumaryl)glucoside"	"0.692023272997565"
"Genistein-7-O-galactoside-rhamnose"	"0.965985753274611"
"Apigenin-7-O-rutinoside (Isorhoifolin)"	"0.985418906986411"
"\"N',N'',N'''-p-Coumaroyl-cinnamoyl-caffeoyl spermidine\""	"0.0102911957058282"
"6-Methyldiosgenin 3-O-glucopyranoside"	"0.00991895292222815"
"Diosgenin 3-O-glucopyranosiduronic acid"	"0.350374227125645"
"Kaempferol 3-neohesperidoside"	"0.701041658032387"
"Diosgenin 3-O-glucopyranosiduronic acid methyl ester"	"0.546119993301677"
"Lyciumamide N"	"0.000683366812794726"
"Chlorogenin 3-O-glucopyranosiduronic acid"	"0.570748383593253"
"Esculeogenin A-27-O-glucoside"	"0.285165870099187"
"Isorhamnetin-3-O-(2''-O-xylosyl)glucoside"	"0.0237276187763564"
"\"Quercetin3,7-diglucoside\""	"0.013736858120833"
"Baimaside"	"0.0471346611765864"
"Isorhamnetin-3-O-sophoroside"	"0.0348192897470409"
"\"Isorhamnetin-3,7-O-diglucoside\""	"0.109806619263421"
"Solasodine-3-O-(2''-xyloyl)glucoside"	"6.28872665161158e-05"
"Khasianine"	"1.05887286658583e-05"
"Diosgenin-3-O-rhamnosyl-(1_3)glcoside"	"0.176443438964007"
"Borassoside D"	"0.022958078398137"
"Yamogenin 3-O-neohesperidoside"	"0.319657498992003"
"Indioside H"	"0.0018884170278082"
"Liriopesides B"	"0.821648233069187"
