"V1"	"p.value"
"Propanoate metabolism"	"0.0261699411798132"
"Protein export"	"0.0158087444012581"
"Purine metabolism"	"0.683047775355489"
"Pyrimidine metabolism"	"0.965985753274611"
"Pyruvate metabolism"	"0.238250307878448"
"Quorum sensing"	"0.319657498992003"
"RNA degradation"	"0.118313547239471"
"RNA polymerase"	"0.0762382157145158"
"Riboflavin metabolism"	"0.410142429489637"
"Ribosome"	"0.099214843677605"
"Salmonella infection"	"0.00144436445021609"
"Selenocompound metabolism"	"0.325657452536966"
"Sphingolipid metabolism"	"0.0123420943908454"
"Starch and sucrose metabolism"	"0.188577991017426"
"Streptomycin biosynthesis"	"0.0783232309742039"
"Sulfur metabolism"	"0.00822960334289389"
"Sulfur relay system"	"0.00256012699124204"
"Taurine and hypotaurine metabolism"	"0.172529014074057"
"Terpenoid backbone biosynthesis"	"0.927190528734589"
"Thiamine metabolism"	"0.325657452536966"
"Tryptophan metabolism"	"0.112587599127771"
"Tuberculosis"	"0.133613305472837"
"Two-component system"	"0.410142429489637"
"Tyrosine metabolism"	"0.00215386320269109"
"Ubiquinone and other terpenoid-quinone biosynthesis"	"0.0918121168198633"
"\"Valine, leucine and isoleucine biosynthesis\""	"0.490754945087912"
"\"Valine, leucine and isoleucine degradation\""	"0.4385169136946"
"Vancomycin resistance"	"0.296375927686437"
"Various types of N-glycan biosynthesis"	"0.0163672064385063"
"Vitamin B6 metabolism"	"0.124262215323569"
"beta-Alanine metabolism"	"0.0158087444012581"
"beta-Lactam resistance"	"0.00854558527858057"
